,NOAA_Species_Name,UDAQ_Species_Name,Calibration_Equation,RMSE_Initial,RMSE_Calibrated,Did_RMSE_Improve,RMSE_Percent_Improvement,Slope_ML_to_Initial_UDAQ,Distance_from_1_Slope_ML_to_Initial_UDAQ,Slope_ML_to_Calibrated_UDAQ,Distance_from_1_Slope_ML_to_Calibrated_UDAQ,Distance_from_1_Slopes_Comparison,Did_Slope_Improve,Intercept_ML_to_Initial_UDAQ,Intercept_ML_to_Calibrated_UDAQ,R_ML_to_Initial_UDAQ,R_Squared_ML_to_Initial_UDAQ,R_ML_to_Calibrated_UDAQ,R_Squared_ML_to_Calibrated_UDAQ
10,x13_Butadiene_WAS,buta13diene,Calibration equation: O_hat = 0.0070 + 0.0266 * M,0.06448010719963515,0.012186472881534575,False,81.10041466928031,0.022603028286801673,0.9773969717131983,0.8513007718977698,0.14869922810223024,-0.828697743610968,True,0.007280986245585482,0.0012978105783119894,0.05849526144378203,0.003421695611376413,0.05849526144378197,0.0034216956113764054
11,nPentane_WAS,nPentane,Calibration equation: O_hat = -0.3186 + 1.4688 * M,0.3071596437201268,0.2992136757226374,False,2.586917962676587,1.1796994555233475,0.17969945552334754,0.803194535790378,0.19680546420962197,0.017106008686274432,False,-0.19027473872077125,0.06565634839742558,0.8492729189251622,0.7212644908196651,0.8492729189251624,0.7212644908196655
12,iPentane_WAS,Isopentane,Calibration equation: O_hat = -0.5206 + 1.5590 * M,0.4957384244731112,0.4874976820910316,False,1.6623166523430524,1.234703233601746,0.23470323360174605,0.7919649282761723,0.20803507172382774,-0.026668161877918317,True,-0.30992289831866077,0.10240265427003238,0.8454090531326072,0.7147164671185714,0.8454090531326063,0.71471646711857
13,x1_Pentene_WAS,Pent1ene,Calibration equation: O_hat = -0.0332 + 1.2058 * M,0.028272173060895987,0.01531671444195538,False,45.82406379246332,0.8547445805148951,0.1452554194851049,0.7088464246623059,0.29115357533769415,0.14589815585258925,False,-0.018307889777762727,0.00520856289183918,0.7434351641694485,0.552695843323655,0.7434351641694485,0.552695843323655
14,t2Pentene_WAS,trans2Pentene,Calibration equation: O_hat = -0.0157 + 1.1292 * M,0.026623412990562555,0.02546288016506654,False,4.359068560846796,0.603508887210793,0.396491112789207,0.5344599988526345,0.4655400011473655,0.06904888835815848,False,0.001243797342827621,0.009643939513490725,0.5634815564637342,0.3175114644747925,0.5634815564637339,0.3175114644747921
15,c2Pentene_WAS,cis2Pentene,Calibration equation: O_hat = -0.0061 + 1.3912 * M,0.01694914070512726,0.019875006999386505,True,-17.262623192302282,0.6511415112830476,0.34885848871695235,0.46804258378936175,0.5319574162106382,0.18309892749368584,False,0.005203883415619575,0.008052562996086454,0.5430166963704405,0.29486713253706714,0.5430166963704416,0.29486713253706837
16,x3_MethylPentane_WAS,x3_Methylpentane,Calibration equation: O_hat = -0.0362 + 1.0909 * M,0.050787720649851355,0.044371698559166575,False,12.633018392219494,0.9216681058186863,0.0783318941813137,0.8448444198641504,0.15515558013584962,0.07682368595453593,False,-0.0195071340795262,0.011055902748626159,0.8555097914234138,0.7318970032213329,0.8555097914234138,0.7318970032213329
17,nHexane_WAS,nHexane,Calibration equation: O_hat = -0.0355 + 1.0462 * M,0.078090720189825,0.07421118721223997,False,4.967982070282563,0.913096317304025,0.08690368269597504,0.8728071863373106,0.12719281366268942,0.04028913096671438,False,-0.014798245861576693,0.01615872347752068,0.877633996101418,0.7702414311129439,0.8776339961014177,0.7702414311129432
18,nHeptane_WAS,nHeptane,Calibration equation: O_hat = -0.0094 + 1.1709 * M,0.034814078580412085,0.03610531815266091,True,-3.708958056340264,1.0245240387366423,0.02452403873664233,0.8749898569875385,0.1250101430124615,0.10048610427581917,False,-0.0012672067858085752,0.006984501644319281,0.8901741037534555,0.7924099349932677,0.8901741037534555,0.7924099349932677
19,nOctane_WAS,nOctane,Calibration equation: O_hat = -0.0005 + 1.7617 * M,0.02888741268808833,0.02012609051118544,False,30.329203489087842,1.5618227900503139,0.5618227900503139,0.8865664618161401,0.11343353818385993,-0.44838925186645395,True,0.0032690675713546763,0.003680812252335278,0.9227442609889568,0.851456971188056,0.9227442609889555,0.8514569711880535
20,nNonane_WAS,nNonane,Calibration equation: O_hat = 0.0124 + 0.3193 * M,0.018241159519952112,0.010385959767825246,False,43.06305058916281,0.21703392103146812,0.7829660789685319,0.6796234533394386,0.32037654666056137,-0.4625895323079705,True,0.01332100542539789,0.004883788616390925,0.3476825768892116,0.12088317427232255,0.3476825768892116,0.12088317427232255
21,nDecane_WAS,nDecane,Calibration equation: O_hat = 0.0174 + 0.0916 * M,0.0359172358923448,0.013814029285132064,False,61.53927510864969,0.07788425048507908,0.9221157495149209,0.8499353380001624,0.1500646619998376,-0.7720510875150833,True,0.01756698096435903,0.0027926651592916365,0.19643042760106383,0.03858491288753678,0.19643042760106375,0.038584912887536744
22,CycloPentane_WAS,Cyclopentane,Calibration equation: O_hat = -0.0058 + 1.2528 * M,0.021775496623751413,0.023301934215455747,True,-7.009886470462337,0.9909067521562912,0.009093247843708796,0.7909385322081746,0.20906146779182544,0.19996821994811664,False,0.0008976560860529708,0.005480636427802108,0.8227524725421846,0.6769216310742783,0.8227524725421851,0.676921631074279
23,Isoprene_WAS,Isoprene,Calibration equation: O_hat = -0.0097 + 0.8478 * M,0.19654451359854358,0.1649955438691404,False,16.051819077404648,0.7646544046111599,0.23534559538884015,0.9019301534914628,0.09806984650853723,-0.13727574888030292,True,0.017718366584161017,0.02644098949764403,0.8851064912688589,0.7834135008862706,0.8851064912688583,0.7834135008862696
24,x22_DiMethylButane_WAS,x22_Dimethylbutane,Calibration equation: O_hat = 0.0000 + 1.2435 * M,0.0160741368630464,0.017239978157327182,True,-7.252901379488619,0.8654665963964079,0.13453340360359212,0.6960202497873027,0.3039797502126973,0.16944634660910518,False,0.004658113877135319,0.00463543949010775,0.7366841825917827,0.5427035848809231,0.7366841825917836,0.5427035848809243
25,ML_NoVar_25,Hex1ene,,,,,,,,,,,,,,,,,
26,ML_NoVar_26,x24_Dimethylpentane,,,,,,,,,,,,,,,,,
27,ML_NoVar_27,Cyclohexane,,,,,,,,,,,,,,,,,
28,ML_NoVar_28,x3_Methylhexane,,,,,,,,,,,,,,,,,
29,x224_TriMethylPentane_WAS,x224_Trimethylpentane,Calibration equation: O_hat = 0.0089 + 0.8235 * M,0.05754772415548609,0.05007183924006144,False,12.990756845962888,0.7069796525421574,0.29302034745784256,0.8585491940196278,0.14145080598037219,-0.15156954147747037,True,0.019056105320568152,0.011384155867991247,0.8310887510339008,0.6907085120950891,0.8310887510339009,0.6907085120950893
30,ML_NoVar_30,x234_Trimethylpentane,,,,,,,,,,,,,,,,,
31,ML_NoVar_31,x3_Methylheptane,,,,,,,,,,,,,,,,,
32,MethylCycloHexane_WAS,Methylcyclohexane,Calibration equation: O_hat = 0.0067 + 1.5734 * M,0.035396022562125526,0.023047671838252067,False,34.88626639391526,1.4545445519356541,0.45454455193565413,0.9244721736464284,0.07552782635357158,-0.37901672558208255,True,0.009124312126935034,0.002888800927609674,0.9460105366521183,0.8949359354568289,0.9460105366521203,0.8949359354568327
33,MethylCycloPentane_WAS,Methylcyclopentane,Calibration equation: O_hat = 0.0046 + 0.8803 * M,0.04753116529511901,0.0440450985675949,False,7.334275744933396,0.7090022692212471,0.2909977307787529,0.8054139946738565,0.19458600532614345,-0.09641172545260945,True,0.015287083093402746,0.011597450983610808,0.7835702031791272,0.6139822633101787,0.7835702031791261,0.6139822633101769
34,ML_NoVar_34,x2_Methylhexane,,,,,,,,,,,,,,,,,
35,x1_Butene_WAS,But1ene,Calibration equation: O_hat = -0.0385 + 1.5511 * M,0.022723953862135004,0.016102263909265085,False,29.13969106363863,1.1921514697922595,0.1921514697922595,0.7685822486375693,0.2314177513624307,0.0392662815701712,False,-0.0244600734706477,0.005120915181381187,0.8264889524492128,0.6830839885205972,0.8264889524492133,0.6830839885205979
36,ML_NoVar_36,x23_Dimethylbutane,,,,,,,,,,,,,,,,,
37,x2_MethylPentane_WAS,x2_Methylpentane,Calibration equation: O_hat = -0.0290 + 0.6903 * M,0.10646163008294794,0.04999270209713157,False,53.04157746017929,0.6228389014307969,0.3771610985692031,0.902219868091801,0.09778013190819901,-0.2793809666610041,True,-0.01775475385674988,0.008366493135182866,0.8573561483292358,0.7350595650779426,0.8573561483292358,0.7350595650779426
38,ML_NoVar_38,x23_Dimethylpentane,,,,,,,,,,,,,,,,,
39,HCHO_CRDS,Formaldehyde,Calibration equation: O_hat = -0.1990 + 1.0465 * M,0.2444308505819959,0.22945286618810912,False,6.127698021024692,1.0270555004924333,0.027055500492433326,0.9813915036934165,0.018608496306583455,-0.008447004185849871,True,-0.14977424821543853,0.04553158993944199,0.982184937060989,0.9646872505894989,0.9821849370609893,0.9646872505894996
40,ML_NoVar_40,nUndecane,,,,,,,,,,,,,,,,,
41,ML_NoVar_41,x2_Methylheptane,,,,,,,,,,,,,,,,,
42,m_p_Xylene_WAS,mpXylene,Calibration equation: O_hat = 0.0070 + 0.4587 * M,0.10450486732304537,0.043182318510754034,False,58.679131779318105,0.37407509877078793,0.6259249012292121,0.815480641819136,0.18451935818086396,-0.4414055430483481,True,0.020053432788921282,0.014342967787185346,0.6268305797032252,0.39291657565108135,0.6268305797032252,0.39291657565108135
43,Benzene_PTR,Benzene,Calibration equation: O_hat = -0.2646 + 2.8120 * M,0.1751596490373983,0.2752185908717495,True,-57.124424708676834,0.9139008233430552,0.08609917665694478,0.3249962701486642,0.6750037298513358,0.5889045531943911,False,0.028430654795666605,0.11443941969078456,0.5073209933511303,0.25737459029477766,0.5073209933511302,0.25737459029477755
44,Toluene_PTR,Toluene,Calibration equation: O_hat = -0.0575 + 0.8526 * M,0.2803929405769558,0.23004445247655086,False,17.956403608737233,0.6294017467417086,0.37059825325829143,0.7381870746831581,0.26181292531684186,-0.10878532794144957,True,0.0436118368019836,0.086093802907767,0.7043451309709194,0.4961020635224417,0.7043451309709193,0.4961020635224415
45,Ethyl_WAS,Ethylbenzene,Calibration equation: O_hat = -0.0034 + 0.8207 * M,0.02006558900313377,0.015937603383106312,False,20.572461737269528,0.54367945246005,0.45632054753995,0.6624578855869895,0.3375421144130105,-0.11877843312693948,True,0.0058637697049003235,0.008142184110329522,0.6140959113987379,0.3771137883966465,0.6140959113987379,0.3771137883966465
46,o_Xylene_WAS,oXylene,Calibration equation: O_hat = -0.0030 + 0.6808 * M,0.030613834450393458,0.019948402068225235,False,34.8386034407106,0.4730421070295776,0.5269578929704224,0.6948688184048603,0.30513118159513974,-0.22182671137528265,True,0.006826194428392502,0.008930668256858357,0.597296989527492,0.3567636936986049,0.5972969895274922,0.35676369369860517
47,x135_TriMethylBenzene_WAS,x135_Trimethylbenzene,Calibration equation: O_hat = 0.0064 + 1.5694 * M,0.012032891779115328,0.011995209033340443,False,0.3131645033182183,0.14191825531403385,0.8580817446859661,0.09042782107105041,0.9095721789289496,0.051490434242983496,False,0.009769054512955195,0.009186678822141326,0.13333513742115535,0.017778258871118384,0.13333513742115527,0.01777825887111836
48,x124_TriMethylBenzene_WAS,x124_Trimethylbenzene,Calibration equation: O_hat = -0.0001 + 0.5298 * M,0.022420800755864525,0.0108848019515137,False,51.452215868487194,0.4298231658946689,0.570176834105331,0.8112576634439214,0.18874233655607864,-0.3814344975492524,True,0.0030806346629502304,0.0031765535916420274,0.6660607624367008,0.4436369392577591,0.6660607624367012,0.4436369392577597
49,nPropylBenzene_WAS,nPropylbenzene,Calibration equation: O_hat = 0.0039 + 0.1077 * M,0.008001401375301942,0.003540741863200854,False,55.74847833368138,0.08490876179304672,0.9150912382069533,0.7886523570371984,0.21134764296280162,-0.7037435952441516,True,0.004041697553554559,0.0009639512007636503,0.18081612263136604,0.032694470203441205,0.18081612263136596,0.03269447020344117
50,iPropylBenzene_WAS,Isopropylbenzene,Calibration equation: O_hat = 0.0021 + -0.0053 * M,0.0038326273309656025,0.0016448093102532976,False,57.08402700768457,-0.0037878787878786245,1.0037878787878787,0.7183765908072756,0.28162340919272444,-0.7221644695951542,True,0.0020666666666666667,0.0005814159714032486,-0.007161148740394325,5.1282051282051225e-05,0.007161148740394339,5.128205128205142e-05
51,x2_EthylToluene_WAS,oEthyltoluene,Calibration equation: O_hat = 0.0032 + 0.0917 * M,0.013292313935357429,0.0028627491074608097,False,78.46312446890134,0.08777624924555302,0.912223750754447,0.9575871458958652,0.042412854104134756,-0.8698108966503122,True,0.00320773789029509,0.0001613757306078715,0.39081022221900863,0.1527326297908709,0.3908102222190083,0.15273262979087066
52,x3_x4_EthylToluene_WAS,mpEthyltoluene,Calibration equation: O_hat = 0.0062 + 0.3006 * M,0.030454339133473347,0.009650024248878113,False,68.31313854296887,0.27593748052611644,0.7240625194738836,0.9178599865417079,0.08214001345829214,-0.6419225060155914,True,0.007010429931705257,0.0013282664431622782,0.6791088673533064,0.46118885371789076,0.6791088673533067,0.4611888537178911
53,ML_NoVar_54,mDiethylbenzene,,,,,,,,,,,,,,,,,
54,ML_NoVar_55,pDiethylbenzene,,,,,,,,,,,,,,,,,
55,Styrene_PTR,Styrene,,,,,,,,,,,,,,,,,
56,x123_TriMethylBenzene_WAS,x123_Trimethylbenzene,Calibration equation: O_hat = 0.0031 + 0.0278 * M,0.010235063159815204,0.0025599260428668456,False,74.9886639398807,0.025808027108442034,0.974191972891558,0.9272130844580171,0.07278691554198291,-0.9014050573495751,True,0.003104836162573315,0.0002388907150091964,0.09517688665342876,0.009058639753039626,0.09517688665342876,0.009058639753039626
