,voc_udaq_name,voc_noaa_name,points_considered_in_odr,odr_eq_adj,metrics_init_slope,metrics_init_intercept,metrics_init_rmse,metrics_init_r2,metrics_corr_slope,metrics_corr_intercept,metrics_corr_rmse,metrics_corr_r2,did_slope_improve,slope_distance_from_1_init,slope_distance_from_1_corr,slope_distance_improvement_val,intercept_error_init,intercept_error_corr,did_rmse_improve,rmse_percent_improvement,rmse_normalized_init,rmse_normalized_corr,r2_at_least_half,total_slope_intercept_rmse_score_init,total_slope_intercept_rmse_score_corr,should_correction_be_applied_from_score_eval
10,buta13diene,x13_Butadiene_WAS,308.0,Correction applied: O_hat = -0.0115 + 0.0001 * M,0.00010479983582024126,-0.011519265217972202,209.0565708139771,0.45975708767183765,0.9999998110500391,1.7676393880076626e-09,0.008402563277884424,0.45975708767183765,True,0.9998952001641798,1.8894996089979799e-07,0.9998950112142189,1.283622896937568,1.9697284063182345e-07,True,99.99598072270814,23295.739439473567,0.936320365263532,False,23298.02295757067,0.9363207511863335,True
11,nPentane,nPentane_WAS,556.0,Correction applied: O_hat = -0.2966 + 0.0035 * M,0.0035236171546056375,-0.29659962416710994,211.9770956360336,0.160034791646781,0.9999335306190731,2.6983648727843948e-05,0.594319139435958,0.16003479164678103,True,0.9964763828453944,6.646938092691457e-05,0.9964099134644675,0.7312717917757419,6.652867888578327e-05,True,99.71963049231677,522.6334017666956,1.4653046955214044,False,524.3611499413167,1.465437693581217,True
12,Isopentane,iPentane_WAS,551.0,Correction applied: O_hat = -0.4191 + 0.0052 * M,0.005183819576938286,-0.4188916488936911,212.42303119522506,0.14653626202911182,0.9998405307974968,9.859318873009248e-05,0.9235685540053662,0.14653626202911188,True,0.9948161804230617,0.00015946920250320407,0.9946567112205585,0.6783056865479878,0.00015965064175221358,True,99.56522202474525,343.973794641223,1.4955222997480422,False,345.646916508194,1.4958414195922975,True
13,Pent1ene,x1_Pentene_WAS,574.0,Correction applied: O_hat = -0.0054 + 0.0001 * M,0.0001352187262697833,-0.0054303693538539765,211.4110854154005,0.2040975760079373,1.0000002039895113,-5.360823893710475e-09,0.019451509294785625,0.20409757600793726,True,0.9998647812737302,2.0398951128264287e-07,0.999864577284219,0.2536475287749702,2.503991246695666e-07,True,99.99079920087608,9874.816219120192,0.9085620041782537,False,9876.06973143024,0.9085624585668897,True
14,trans2Pentene,t2Pentene_WAS,363.0,Correction applied: O_hat = -0.0064 + 0.0001 * M,0.0001437156596465147,-0.006438440861173133,202.87808307262733,0.15183372277765714,1.0000001103910392,-2.1892363005680984e-09,0.02461199613490344,0.15183372277765714,True,0.9998562843403535,1.103910391986318e-07,0.9998561739493143,0.3095568255107082,1.0525732147102246e-07,True,99.98786857813218,9754.270749054796,1.1833317346980063,False,9755.580162164648,1.183331950346367,True
15,cis2Pentene,c2Pentene_WAS,362.0,Correction applied: O_hat = -0.0045 + 0.0001 * M,0.00010403897429349587,-0.0044909590908233125,203.09102391758395,0.1520390889523965,1.0000001514220258,-2.3090667087470056e-09,0.017793094934735437,0.1520390889523966,True,0.9998959610257065,1.5142202580697983e-07,0.9998958096036807,0.29446245080203565,1.514004978385104e-07,True,99.99123885704473,13316.238119573516,1.1666546579196209,False,13317.532477985344,1.1666549607421446,True
16,x3_Methylpentane,x3_MethylPentane_WAS,588.0,Correction applied: O_hat = -0.0608 + 0.0007 * M,0.0007110109158021975,-0.06082465171733853,210.3591249248698,0.31664055216232684,0.999998643123261,1.1636702810193164e-07,0.07541793245825913,0.3166405521623271,True,0.9992889890841978,1.3568767389671166e-06,0.9992876322074589,0.7629162180530725,1.4595774982513277e-06,True,99.96414800998758,2638.5089513778116,0.9459579657245386,False,2640.271156584949,0.9459607821787758,True
17,nHexane,nHexane_WAS,621.0,Correction applied: O_hat = -0.1136 + 0.0013 * M,0.001323086039380439,-0.11358299237684122,207.7543907696463,0.3148081907640074,0.9999966290119098,4.728380116336563e-07,0.1397800750839718,0.3148081907640076,True,0.9986769139606195,3.3709880902232925e-06,0.9986735429725293,0.7850294306505966,3.2680223270681574e-06,True,99.93271859402532,1435.8955305557754,0.9660907012856752,False,1437.6792369003865,0.9660973402960925,True
18,nHeptane,nHeptane_WAS,610.0,Correction applied: O_hat = -0.0731 + 0.0007 * M,0.0006750065791185533,-0.07309600363451518,209.21373905826712,0.35489509290580373,0.9999993604517725,3.6555624683268007e-08,0.06485987368842604,0.35489509290580346,True,0.9993249934208814,6.395482274879072e-07,0.999324353872654,1.2237703501829065,6.120127968073217e-07,True,99.96899827230258,3502.647996880588,1.0858813941919092,False,3504.8710922241917,1.0858826457529336,True
19,nOctane,nOctane_WAS,537.0,Correction applied: O_hat = -0.0484 + 0.0004 * M,0.0004399203919860089,-0.04840479427604529,213.3665271297726,0.2854038543693986,0.9999996291625507,1.269887826088996e-08,0.052004393480648725,0.28540385436939836,True,0.999560079608014,3.708374493038846e-07,0.9995597087705647,1.2241825943979938,3.211612809819105e-07,True,99.97562673293689,5396.151200433429,1.3152183432115183,False,5398.374943107435,1.3152190352102486,True
20,nNonane,nNonane_WAS,363.0,Correction applied: O_hat = -0.0319 + 0.0003 * M,0.00029709188467601,-0.03191714179808751,202.87076251236803,0.34667460767589253,0.9999996758283416,1.0150035477879691e-08,0.02955159367669818,0.34667460767589253,True,0.999702908115324,3.2417165840570306e-07,0.9997025839436656,1.3087001550554347,4.1618241030953656e-07,True,99.98543329097267,8318.319981022205,1.211705467597587,False,8320.628384085376,1.2117062079516556,True
21,nDecane,nDecane_WAS,363.0,Correction applied: O_hat = -0.0297 + 0.0003 * M,0.000302225935841478,-0.029675283542188596,202.86762557481285,0.5419248369494433,1.0000000413449537,-2.6779838021852448e-09,0.020133391610762084,0.5419248369494434,True,0.9996977740641585,4.1344953682909136e-08,0.9996977327192048,1.075062667246952,9.701677846239959e-08,True,99.99007560148954,7349.39601633304,0.7293833487731174,True,7351.470776774351,0.7293834871348496,True
22,Cyclopentane,CycloPentane_WAS,617.0,Correction applied: O_hat = -0.0264 + 0.0003 * M,0.0002699197564734407,-0.026382129627527114,208.386884654898,0.28570593875949607,1.0000000209930608,-1.5257488668302711e-09,0.030508186973048676,0.28570593875949546,True,0.9997300802435266,2.099306084524244e-08,0.9997300592504658,0.9969898780776918,5.7658581706425785e-08,True,99.98535983345423,7875.013035653514,1.1529150239219053,False,7877.009755611835,1.1529151025735478,True
23,Isoprene,Isoprene_WAS,615.0,Correction applied: O_hat = 0.1259 + 0.0007 * M,0.0007330464758290013,0.12592929785795584,207.8743208563794,0.01978344164686703,0.9999701512114713,8.054231773436175e-06,0.36857691153560795,0.019783441646867017,True,0.999266953524171,2.9848788528741288e-05,0.9992371047356423,0.46771619640436113,2.99143623772117e-05,True,99.822692427801,772.0696322054739,1.3689379205492822,False,773.5366153554024,1.3689976837001883,True
24,x22_Dimethylbutane,x22_DiMethylButane_WAS,621.0,Correction applied: O_hat = -0.0127 + 0.0001 * M,0.00013525367228587538,-0.012707340269802898,207.9066141183293,0.245441835287329,1.0000000070005666,2.1589757180733208e-10,0.016982250580657623,0.2454418352873291,True,0.9998647463277142,7.000566570880551e-09,0.9998647393271476,0.9279175520774989,1.576530903221363e-08,True,99.9918317891652,15181.791967265362,1.2400807763853898,False,15183.719749563768,1.2400807991512655,True
25,Hex1ene,ML_NoVar_Hex1ene,472.0,Correction applied: O_hat = 0.0120 + 0.0000 * M,4.6696104523385886e-05,0.012045355892491233,212.67658504593874,0.15745143568905867,0.9999995194446308,1.031368073110673e-08,0.0077340706570404455,0.15745143568905884,True,0.9999533038954767,4.805553691644704e-07,0.9999528233401075,0.5629228282991615,4.819954162540234e-07,True,99.99636345926122,9939.142175259238,0.3614409542885103,False,9940.705051391433,0.3614419168392957,True
26,x24_Dimethylpentane,ML_NoVar_x24_Dimethylpentane,472.0,Correction applied: O_hat = -0.0380 + 0.0003 * M,0.000341589754314319,-0.03803670448968528,212.66102363907106,0.3755127645164105,0.9999998421059336,4.800272341850719e-09,0.03153970237299917,0.3755127645164105,True,0.9996584102456857,1.5789406637711778e-07,0.9996582523516193,1.2520899667425216,1.5801507826454297e-07,True,99.9851690254127,7000.362875492587,1.0382220390829737,False,7002.614623869575,1.0382223549921183,True
27,Cyclohexane,ML_NoVar_Cyclohexane,472.0,Correction applied: O_hat = -0.0566 + 0.0004 * M,0.000391415880546614,-0.05655836277711164,212.66786945690606,0.2754627021010682,0.999999837903974,3.7441352918119314e-09,0.04545071690314562,0.27546270210106844,True,0.9996085841194534,1.620960260462212e-07,0.9996084220234274,2.5901033042226413,1.7146354163390327e-07,True,99.97862831041698,9739.174267704147,2.081426092442792,False,9742.76397959249,2.0814264260023596,True
28,x3_Methylhexane,ML_NoVar_x3_Methylhexane,472.0,Correction applied: O_hat = -0.0486 + 0.0005 * M,0.0005410338873516755,-0.04863762265617242,212.62858798814543,0.3895598224345672,0.999999580050242,2.2612828075979517e-08,0.0484911258107469,0.3895598224345672,True,0.9994589661126483,4.1994975796821876e-07,0.9994585461628903,0.8143826365127813,3.786265352175761e-07,True,99.97719444677239,3560.228083265508,0.8119297105533482,False,3562.0419248681333,0.8119305091296414,True
29,x224_Trimethylpentane,x224_TriMethylPentane_WAS,621.0,Correction applied: O_hat = -0.0749 + 0.0008 * M,0.0008152952115374331,-0.07494761318704296,207.8236624001334,0.42438193862522094,0.9999991969582397,7.09277689930047e-08,0.06799512310710408,0.42438193862522083,True,0.9991847047884626,8.030417603110962e-07,0.9991839017467022,0.8901164050193631,8.423746676833717e-07,True,99.96728229965643,2468.2207129385324,0.8075450566771072,False,2470.1100140483404,0.8075467020935352,True
30,x234_Trimethylpentane,ML_NoVar_x234_Trimethylpentane,472.0,Correction applied: O_hat = -0.0187 + 0.0003 * M,0.0002510141403292957,-0.018678160061561068,212.66205868756927,0.381729420253465,0.9999998391692342,6.203394973222922e-09,0.02287246572445927,0.38172942025346457,True,0.9997489858596708,1.6083076581629996e-07,0.9997488250289049,0.5911523562069565,1.9633366149645417e-07,True,99.98924468903122,6730.62425070961,0.7238995683039934,False,6732.215152051677,0.7238999254684207,True
31,x3_Methylheptane,ML_NoVar_x3_Methylheptane,472.0,Correction applied: O_hat = 0.0111 + 0.0002 * M,0.00019872756036610903,0.011149561791264816,212.64510179255458,0.04483257473820092,1.0000009094186002,-5.012127669611789e-08,0.06567564338570667,0.044832574738200986,True,0.9998012724396339,9.094186002034377e-07,0.9998003630210337,0.2188261216787666,9.837018528918903e-07,True,99.96911490420797,4173.464732551843,1.2889785804955487,False,4174.6833599459615,1.2889804736160018,True
32,Methylcyclohexane,MethylCycloHexane_WAS,621.0,Correction applied: O_hat = -0.0737 + 0.0006 * M,0.0005891123006815053,-0.07374689772894807,207.86957139997392,0.18510784068890127,0.9999982598210697,7.553247932641086e-08,0.08851357172672204,0.18510784068890113,True,0.9994108876993185,1.7401789302873283e-06,0.9994091475203882,1.7878422827680405,1.8311300464243464e-06,True,99.95741869715197,5039.371424350281,2.145830007839608,False,5042.158677520748,2.1458335791485847,True
33,Methylcyclopentane,MethylCycloPentane_WAS,618.0,Correction applied: O_hat = -0.0546 + 0.0006 * M,0.0006029581580804972,-0.05464399781255147,208.20830358353237,0.3409206825479637,0.9999992823085943,4.543042895601563e-08,0.05997782637710847,0.3409206825479632,True,0.9993970418419195,7.176914057493988e-07,0.9993963241505137,0.8632436308994407,7.176914211116144e-07,True,99.97119335523857,3289.190014709673,0.9475052830658516,False,3291.0526553824143,0.9475067184486784,True
34,x2_Methylhexane,ML_NoVar_x2_Methylhexane,472.0,Correction applied: O_hat = -0.0427 + 0.0005 * M,0.0004526492482448948,-0.042695016095853584,212.64178968961969,0.3846560628806695,0.9999995376975884,2.2173781834183683e-08,0.040990932614380034,0.38465606288067034,True,0.9995473507517552,4.6230241157463325e-07,0.9995468884493436,0.8901507971148308,4.6230242730054526e-07,True,99.98072301184344,4433.3806589318,0.8546222645578139,False,4435.270357079667,0.8546231891626528,True
35,But1ene,x1_Butene_WAS,583.0,Correction applied: O_hat = -0.0172 + 0.0002 * M,0.00021609767622400558,-0.017153144850528622,210.66098448879694,0.30713750770903336,0.9999999974030507,-4.3038176649561655e-10,0.023527402656454775,0.30713750770903386,True,0.999783902323776,2.5969493222532947e-09,0.9997838997268267,0.6701225135235233,1.6813739617540074e-08,True,99.9888316278814,8229.900094537012,0.9191458675484578,False,8231.57000095286,0.9191458869591468,True
36,x23_Dimethylbutane,ML_NoVar_x23_Dimethylbutane,472.0,Correction applied: O_hat = -0.0239 + 0.0004 * M,0.0003693283802547496,-0.023943503209069763,212.64185315771795,0.37285201664294165,0.9999999976137877,-1.1092517289414712e-09,0.03429515517524091,0.3728520166429415,True,0.9996306716197453,2.3862123388340706e-09,0.9996306692335329,0.4786077763039861,2.2172883337678282e-08,True,99.98387186968795,4250.507688884182,0.6855274189870688,False,4251.985927332106,0.6855274435461645,True
37,x2_Methylpentane,x2_MethylPentane_WAS,607.0,Correction applied: O_hat = -0.0645 + 0.0008 * M,0.0007955199106074057,-0.0645325477310365,208.71861687018094,0.3095356399387018,0.9999988525094632,1.0499562719794656e-07,0.08515601942314956,0.3095356399387021,True,0.9992044800893926,1.1474905368125121e-06,0.9992033325988557,0.7052721083490976,1.147490529429656e-06,True,99.95920056356252,2281.0724843107896,0.930664718329365,False,2282.776960899228,0.9306670133104313,True
38,x23_Dimethylpentane,ML_NoVar_x23_Dimethylpentane,472.0,Correction applied: O_hat = -0.0468 + 0.0005 * M,0.0004898928005829666,-0.04678012484530132,212.6377153721798,0.39364830772854537,0.9999997374066334,1.4145627643014856e-08,0.04353238724273956,0.3936483077285449,True,0.999510107199417,2.625933666067226e-07,0.9995098446060504,0.9112180374628325,2.75539047879276e-07,True,99.97952743841019,4141.915446629672,0.8479561908092142,False,4143.8261747743345,0.8479567289416288,True
39,Formaldehyde,HCHO_CRDS,3092.0,Correction applied: O_hat = 0.7060 + 0.0098 * M,0.009769550860948675,0.7063121637685963,204.49020549369797,0.3656273864750131,0.9998334505158041,0.00043319093909806094,0.9357038700207733,0.3656273864750131,True,0.9902304491390513,0.00016654948419592142,0.9900638996548554,0.27149719253083576,0.00016651295252710885,True,99.5424211796542,78.60337049183511,0.3596723754485807,False,79.865098133505,0.36000543788530376,True
40,nUndecane,ML_NoVar_nUndecane,90.0,Correction applied: O_hat = -0.0049 + 0.0001 * M,6.114281673190133e-05,-0.004917342342421912,181.86108330709735,0.026546592689129473,1.0000019935671896,-1.18466968434564e-08,0.014617571221278526,0.0265465926891295,True,0.9999388571832681,1.9935671895510154e-06,0.9999368636160786,0.8282015854028079,1.9952755826849036e-06,True,99.99196223240538,30629.886436547604,2.461959086265018,False,30631.71457699019,2.46196307510779,True
41,x2_Methylheptane,ML_NoVar_x2_Methylheptane,,,,,,,,,,,,,,,,,,,,,,,,
42,mpXylene,m_p_Xylene_WAS,363.0,Correction applied: O_hat = -0.1026 + 0.0011 * M,0.0011362331073602016,-0.10258406709440501,202.76652838524188,0.44913306608214243,0.9999981194210332,2.1468640176889794e-07,0.09117791191537644,0.44913306608214254,True,0.9988637668926398,1.8805789667730721e-06,0.998861886313673,0.9097753867550028,1.9039643263567945e-06,True,99.95503305568158,1798.2519313929004,0.8086189446942819,False,1800.1605705465481,0.8086227292375749,True
43,Benzene,Benzene_PTR,2609.0,Correction applied: O_hat = -0.1407 + 0.0015 * M,0.0015444951403724718,-0.14071716019062372,213.01195608830625,0.36256382093724,0.9999957838387826,7.075045416840354e-07,0.1526360460885147,0.36256382093723943,True,0.9984555048596275,4.216161217374115e-06,0.9984512886984102,0.8385617392465975,4.21616125706155e-06,True,99.928343906656,1269.3809066055328,0.9095887673281603,False,1271.217923849639,0.9095971996506347,True
44,Toluene,Toluene_PTR,2620.0,Correction applied: O_hat = -0.2444 + 0.0029 * M,0.0029245011580786126,-0.24443476120273647,212.82869712398877,0.413149248424702,0.9999878701121749,4.116693975939452e-06,0.25961981850686755,0.413149248424702,True,0.9970754988419214,1.212988782506308e-05,0.9970633689540963,0.7192427945767074,1.2113262717228617e-05,True,99.87801465591099,626.2427902331578,0.7639244224985727,False,627.9591085265765,0.763948665649115,True
45,Ethylbenzene,Ethyl_WAS,363.0,Correction applied: O_hat = -0.0468 + 0.0005 * M,0.0004508945297948179,-0.04679346330797483,202.8534521763629,0.48616703140735495,0.9999999230962184,2.724668657010444e-09,0.03358764564020925,0.48616703140735495,True,0.9995491054702051,7.690378156510747e-08,0.9995490285664236,1.210348238620127,7.047561083759377e-08,True,99.9834424086552,5246.957612941409,0.86876979958643,False,5249.1675102855,0.8687699469658223,True
46,oXylene,o_Xylene_WAS,363.0,Correction applied: O_hat = -0.0518 + 0.0005 * M,0.000518765622262698,-0.051802562191253725,202.84436123516804,0.46537138886661267,0.999999810449298,8.818130633831158e-09,0.040288751788543235,0.4653713888666131,True,0.9994812343777373,1.8955070202331115e-07,0.9994810448270353,1.1136707181181584,1.895754468510933e-07,True,99.98013809625112,4360.823401146936,0.8661425465940892,False,4362.936553099432,0.8661429257202381,True
47,x135_Trimethylbenzene,x135_TriMethylBenzene_WAS,353.0,Correction applied: O_hat = -0.0161 + 0.0002 * M,0.00017098872126461627,-0.01614397682040936,203.39910014553618,0.44301704053018565,1.0000005785958737,-1.0444617667930108e-08,0.013999864024764675,0.44301704053018565,True,0.9998290112787354,5.785958736570507e-07,0.9998284326828617,0.9892073976053642,6.399843840963943e-07,True,99.99311704721666,12463.093621137696,0.8578288492869172,False,12465.08265754658,0.8578300678671749,True
48,x124_Trimethylbenzene,x124_TriMethylBenzene_WAS,363.0,Correction applied: O_hat = -0.0394 + 0.0004 * M,0.00036826858564427883,-0.03941498654156798,202.86332474679116,0.4026541401410568,0.999999706813651,9.471577563072928e-09,0.03250108681496776,0.4026541401410568,True,0.9996317314143557,2.9318634897634865e-07,0.9996314382280067,1.2973921032453006,3.117684671196475e-07,True,99.98397882571652,6677.492463101667,1.0698127052804947,False,6679.789486936327,1.0698133102353107,True
49,nPropylbenzene,nPropylBenzene_WAS,363.0,Correction applied: O_hat = -0.0119 + 0.0001 * M,0.00010520957756259374,-0.011876212370928613,202.8909739422396,0.4406873971649361,1.0000000397770987,-2.236275666242697e-10,0.008588229263593386,0.440687397164936,True,0.9998947904224375,3.9777098725934934e-08,0.9998947506453387,1.4728613223939482,2.7733791146091526e-08,True,99.99576707179394,25162.08525487973,1.0650930039919368,False,25164.558010992547,1.0650930715028266,True
50,Isopropylbenzene,iPropylBenzene_WAS,279.0,Correction applied: O_hat = -0.0054 + 0.0000 * M,4.7143781100057836e-05,-0.005412085962942998,213.45763932185076,0.3811139700449397,0.9999999503864355,1.9776198467943104e-10,0.004586672143197309,0.3811139700449397,True,0.9999528562189,4.9613564478967476e-08,0.9999528066053355,1.3578884745153745,4.961833968126012e-08,True,99.99785124947611,53556.36813920536,1.150792740964073,False,53558.725980536095,1.1507928401959773,True
51,oEthyltoluene,x2_EthylToluene_WAS,361.0,Correction applied: O_hat = -0.0112 + 0.0001 * M,9.620568485463373e-05,-0.011154713335357757,203.30949283419844,0.4327699396493357,0.9999996679532893,2.3657139521260995e-09,0.007970890432916001,0.4327699396493347,True,0.9999037943151453,3.320467106826541e-07,0.9999034622684346,1.5656498888274302,3.3204616513122936e-07,True,99.99607943027067,28536.052454566732,1.1187758344800454,False,28538.618008249876,1.1187764985729212,True
52,mDiethylbenzene,ML_NoVar_mDiethylbenzene,,,,,,,,,,,,,,,,,,,,,,,,
53,pDiethylbenzene,ML_NoVar_pDiethylbenzene,90.0,Correction applied: O_hat = 0.0007 + 0.0000 * M,5.997424744233151e-06,0.0007230518412210194,181.86560602082628,0.0033274284374552837,1.0000139427452572,-2.5486509418388722e-08,0.004097918185036956,0.0033274284374552924,True,0.9999940025752557,1.3942745257233824e-05,0.9999800598299985,0.4044416762578732,1.425597170699184e-05,True,99.99774673272495,101727.18795447097,2.292185436005757,False,101728.5923901498,2.2922136347227213,True
54,Styrene,Styrene_PTR,2588.0,Correction applied: O_hat = -0.0231 + 0.0002 * M,0.00022634271202740498,-0.02314876891460231,213.3817309908167,0.4587281885382414,0.999999955620522,9.804668541012232e-10,0.018386202059945123,0.4587281885382412,True,0.9997736572879726,4.4379477981415505e-08,0.9997736129084946,1.0478380147758337,4.438121291654799e-08,True,99.99138342257578,9658.806920389077,0.8322585765503644,False,9660.854532061141,0.8322586653110553,True
55,x123_Trimethylbenzene,x123_TriMethylBenzene_WAS,344.0,Correction applied: O_hat = -0.0103 + 0.0001 * M,8.810135463355369e-05,-0.010312366625788598,206.2163579608054,0.35541039046606815,0.9999998898091684,1.0710376169457326e-09,0.008608330442334174,0.355410390466068,True,0.9999118986453664,1.1019083157037812e-07,0.9999117884545349,1.540362188133425,1.5998130274829876e-07,True,99.99582558312665,30802.61708142295,1.285829644881874,False,30805.15735550973,1.2858299150540082,True
56,mpEthyltoluene,x3_x4_EthylToluene_WAS,363.0,Correction applied: O_hat = -0.0381 + 0.0003 * M,0.0003430244841373111,-0.03808520890640673,202.86720381485097,0.4666604147034533,0.999999776200188,7.167725927999525e-09,0.02657130676445883,0.466660414703453,True,0.9996569755158626,2.2379981201581245e-07,0.9996567517160506,1.4144598765117293,2.662046768839602e-07,True,99.98690211810249,7534.355942786055,0.9868410431244684,False,7536.770059638082,0.9868415331289573,True
57,UDAQ_NoVar_CH3Br_WAS,CH3Br_WAS,363.0,Correction applied: O_hat = 0.0087 + 0.0000 * M,6.476355860977464e-07,0.008684421073923072,202.89298458682978,0.0003397902224375032,1.0001643859744833,-1.4477740043801472e-06,0.002545293296010414,0.0003397902224375157,True,0.999999352364414,0.0001643859744833165,0.9998349663899306,0.9860634500575772,0.00016438597547387967,True,99.99874549960354,23037.270380049795,0.2890026482489146,False,23039.256442852216,0.28933142019887176,True
58,UDAQ_NoVar_CFCl3_WAS,CFCl3_WAS,363.0,Correction applied: O_hat = 0.1831 + 0.0001 * M,9.495408140315674e-05,0.18305365992663578,202.71098903879127,0.1626296365728839,0.9999991611578681,1.6836063527818971e-07,0.015612014621327799,0.1626296365728837,True,0.9999050459185969,8.388421318672457e-07,0.999904207076465,0.9104901077454238,8.374085118864206e-07,True,99.99229838762301,1008.2636442509862,0.07765255761831148,False,1010.1740394046502,0.07765423386895523,True
59,UDAQ_NoVar_nPropylONO2_WAS,nPropylONO2_WAS,98.0,Correction applied: O_hat = 0.0025 + 0.0000 * M,1.2771505646191307e-05,0.002497113369914052,246.62981048078112,0.14562409685361985,0.9999990383660254,5.353657769255157e-09,0.002791773734715404,0.14562409685362,True,0.9999872284943538,9.616339745610603e-07,0.9999862668603793,0.45999456814206224,9.86200115389108e-07,True,99.99886803070186,45431.8071938281,0.5142741090265218,False,45433.26717562474,0.5142760568606117,True
